Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NREL M2,0,Arvada,CO,US,39.91,-105.22,-7,1835,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Solar Zenith Angle,Pressure,Dew Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,20,30,0,0,0,2.0858,7.3634,131.55,812.2943,-9.1433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,21,30,0,0,0,1.5959,7.5714,142.86,812.3615,-9.3273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,22,30,0,0,0,1.6754,7.5534,153.34,812.1666,-9.4227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,23,30,0.0757,0,0,1.6245,8.0818,161.11,812.0178,-9.8422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,0,30,0,0,0,2.0283,8.1851,161.98,811.6762,-9.8407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,1,30,0,0,0,1.8211,8.6381,155.21,811.7431,-9.9623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,2,30,0,0,0,2.089,8.3227,145.06,811.9665,-10.2215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,3,30,0,0,0,2.7614,8.3058,133.83,811.6736,-10.4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,4,30,0,0,0,2.0435,7.9128,122.35,811.3674,-10.9068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,5,30,0,0,0,2.3254,6.8703,110.97,811.2182,-11.1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,6,30,0,0,0,1.5792,6.7879,99.97,811.4364,-12.1132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,7,30,20.1394,18.12546,205.42188,1.9936,7.9502,89.26,812.3349,-12.7835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,8,30,143.1733,25.0553275,690.8111725,2.0235,9.3804,80.19,812.8452,-11.9328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,9,30,278.7269,32.53279274,809.8027599,0.934,12.603,72.3,813.0452,-11.5198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,10,30,381.3693,37.96037014,858.080925,1.8094,12.0312,66.38,812.6191,-7.9598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,11,30,449.6749,41.53623574,901.1557233,1.2258,11.1015,63.04,811.85,-6.4129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,12,30,447.0795,41.94158982,884.3428832,1.9305,12.7152,62.71,811.0698,-6.569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,13,30,359.5791,106.7200003,608.592434,1.5145,12.661,65.44,810.8417,-6.6247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,14,30,215.9832,76.51065387,425.5905122,1.8463,12.0993,70.86,810.9892,-6.8825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,15,30,74.4581,43.13842302,154.825573,0.7762,10.4833,78.38,811.3093,-7.1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,16,30,5.8495,4.735309524,21.72671429,0.9786,8.9051,87.34,811.1327,-6.5171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,17,30,0,0,0,1.3684,7.4178,97.71,811.2642,-5.8292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,18,30,0,0,0,0.944,7.7201,108.6,810.9406,-6.2854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,19,30,0,0,0,0.6983,7.3828,119.92,810.8903,-6.6487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,20,30,0,0,0,0.7273,6.936,131.4,810.8538,-6.7979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,21,30,0,0,0,0.9616,6.5038,142.71,810.2844,-6.7562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,22,30,0,0,0,1.0534,6.2989,153.18,809.5423,-6.8625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,5,23,30,0,0,0,1.009,5.5691,160.96,808.4269,-6.5758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,0,30,0,0,0,0.763,5.5354,161.9,807.7346,-6.6498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,1,30,0,0,0,1.5963,4.3262,155.19,806.987,-6.8248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,2,30,0,0,0,1.5567,3.2487,145.07,806.2668,-7.0762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,3,30,0,0,0,0.894,1.7708,133.85,805.6193,-7.4241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,4,30,0,0,0,0.7253,2.5256,122.37,804.7302,-7.3733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,5,30,0,0,0,1.903,1.9703,110.99,804.1734,-7.6705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,6,30,0,0,0,1.7853,2.5732,99.98,803.5124,-7.8149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,7,30,11.2762,9.225981818,130.1888545,2.5189,5.2825,89.26,803.281,-7.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,8,30,102.7885,27.36096763,439.2544532,4.5905,7.472,80.16,802.9635,-5.4854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,9,30,281.9683,128.7246587,501.4131943,6.0642,9.1488,72.25,802.6867,-4.6739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,6,10,30,387.6123,140.6380912,615.1487239,5.3168,10.0848,66.31,802.3572,-4.8457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
